"MABP" "CBFV" "gamma" "nu" "cost" "train.cor" "test.cor" "fold"
"423" 7 1 0.5 0.2 64 0.9646 0.619650025082133 2
"424" 8 1 0.125 0.5 64 0.9633 0.61964852315634 2
"425" 8 1 0.0078125 0.5 256 0.96 0.619610360208434 2
"426" 5 1 2 0.6 0.25 0.9594 0.61957975579077 2
"427" 8 1 0.5 0.4 256 0.9702 0.619494377611346 2
"428" 3 1 2 0.9 2 0.9618 0.619295010909131 2
"429" 7 1 0.03125 0.6 512 0.9617 0.619286112930404 2
"430" 7 1 0.001953125 0.1 10000 0.959 0.619255687581384 2
"431" 4 2 2 0.1 32 0.9867 0.619253834323659 2
"432" 7 1 0.125 0.7 16 0.9617 0.618947892246639 2
"433" 8 1 0.5 0.1 512 0.9647 0.618939856444366 2
"434" 8 1 0.0078125 0.2 512 0.9597 0.61882073398841 2
"435" 6 2 0.5 0.1 1 0.9748 0.618804215176685 1
"436" 4 3 0.5 0.1 256 0.9891 0.618783362478977 2
"437" 6 1 2 0.2 0.5 0.9605 0.618781475104549 2
"438" 8 1 0.03125 0.6 64 0.9607 0.618774322987238 2
"439" 8 3 0.5 0.1 0.25 0.9611 0.618738910910887 2
"440" 7 1 0.125 0.5 64 0.9626 0.618726615263687 2
"441" 7 1 0.125 0.3 512 0.9635 0.618693676598456 2
"442" 3 1 0.125 0.7 10000 0.9615 0.618680164286386 2
"443" 8 1 0.125 0.5 16 0.9618 0.618679335578664 2
"444" 8 4 0.5 0.2 1024 0.9948 0.618546306358432 2
"445" 7 1 0.0078125 0.2 10000 0.9601 0.61850761080717 2
"446" 8 4 2 0.2 8 0.9946 0.618462165493558 2
"447" 7 3 0.5 0.2 512 0.9919 0.618420104985676 2
"448" 7 1 0.03125 0.1 64 0.9591 0.61841067806354 2
"449" 8 1 0.125 0.2 4 0.9595 0.61839167159704 2
"450" 5 1 0.125 0.1 512 0.9711 0.618350159570026 1
"451" 7 1 0.125 0.7 128 0.9633 0.61834034376331 2
"452" 6 1 2 0.2 0.25 0.9579 0.618270886502614 2
"453" 5 1 2 0.4 0.25 0.9591 0.618242241255854 2
"454" 8 1 0.5 0.1 256 0.9639 0.618219093331056 2
"455" 7 1 0.5 0.2 16 0.9624 0.618131265000105 2
"456" 7 3 0.5 0.3 128 0.9919 0.618125214623973 2
"457" 3 1 2 0.6 4 0.9625 0.61810824818452 2
"458" 8 1 0.0078125 0.6 512 0.9603 0.618093752356999 2
"459" 4 2 0.5 0.2 512 0.987 0.618085577353196 2
"460" 6 4 2 0.1 0.25 0.9698 0.618055598934962 1
"461" 8 1 0.03125 0.3 1024 0.9616 0.61803459667334 2
"462" 7 1 0.5 0.3 1 0.9601 0.617887328687545 2
"463" 8 1 0.5 0.5 32 0.9673 0.617849030827627 2
"464" 7 1 0.03125 0.2 1024 0.9603 0.617839329392383 2
"465" 7 1 2 0.4 4 0.9695 0.617834448258104 2
"466" 7 1 0.125 0.7 8 0.9609 0.617816570327743 2
"467" 7 1 0.03125 0.4 64 0.9598 0.617813312743823 2
"468" 6 3 0.5 0.1 1 0.9779 0.617810056293516 1
"469" 3 1 2 0.8 4 0.9627 0.617798763823654 2
"470" 7 2 2 0.2 0.25 0.9798 0.61778578617481 2
"471" 7 1 0.03125 0.3 1024 0.9613 0.617780163542171 2
"472" 7 1 0.5 0.2 32 0.9635 0.617772154914752 2
"473" 3 1 0.5 0.9 1024 0.9627 0.61777140830229 2
"474" 8 1 0.125 0.1 2 0.9584 0.617768080272092 2
"475" 8 1 2 0.3 1 0.9668 0.617762312187184 2
"476" 8 2 0.5 0.1 0.25 0.9582 0.617720864145112 2
"477" 4 1 2 0.8 2 0.9639 0.617703635468082 2
"478" 6 1 0.5 0.6 2 0.9615 0.617675844285798 2
"479" 7 1 0.5 0.3 2 0.9611 0.617661587761446 2
"480" 7 1 0.5 0.3 4 0.9622 0.617456284372502 2
"481" 7 1 0.5 0.9 256 0.9687 0.617436119474851 2
"482" 4 1 2 0.4 16 0.9657 0.617265425378789 2
"483" 7 1 0.03125 0.2 512 0.9603 0.617222579510244 2
"484" 7 1 0.03125 0.4 10000 0.963 0.617200190895787 2
"485" 4 1 0.5 0.4 512 0.9641 0.617183745687228 2
"486" 7 1 0.001953125 0.4 10000 0.9596 0.617076411791905 2
"487" 8 1 2 0.5 0.25 0.9619 0.617070750390658 2
"488" 3 1 0.5 0.6 64 0.9611 0.617027870526825 2
"489" 7 1 0.125 0.8 4 0.9601 0.6169919124901 2
"490" 7 1 0.125 0.7 1024 0.965 0.616987371610715 2
"491" 4 1 0.5 0.6 16 0.9619 0.616980188717022 2
"492" 7 1 0.125 0.4 512 0.9639 0.61688980189264 2
"493" 8 1 0.0078125 0.1 128 0.9591 0.61685112468704 2
"494" 7 1 0.03125 0.6 128 0.9607 0.616847558738389 2
"495" 7 1 0.0078125 0.4 1024 0.9598 0.616814961073467 2
"496" 6 1 2 0.1 8 0.963 0.616797423632513 2
"497" 5 1 2 0.5 1 0.9637 0.616751549265946 2
"498" 8 1 0.03125 0.5 64 0.9607 0.616746783841581 2
"499" 7 1 0.03125 0.4 512 0.9613 0.616693574658131 2
"500" 7 1 0.03125 0.5 32 0.9595 0.616668850683883 2
