"MABP" "CBFV" "gamma" "nu" "cost" "train.cor" "test.cor" "fold"
"417" 8 1 2 0.2 512 0.9542 0.230241651981882 2
"418" 8 1 2 0.2 256 0.9506 0.230142566258013 2
"419" 7 3 0.5 0.7 16 0.99 0.230056211523464 2
"420" 8 4 0.001953125 0.4 1024 0.9854 0.230053649370206 1
"421" 8 4 0.03125 0.3 10000 0.9904 0.229958191423204 2
"422" 8 4 2 0.4 16 0.9958 0.229709938753954 2
"423" 7 1 2 0.3 1024 0.9575 0.22960878011086 2
"424" 7 4 0.125 0.9 128 0.9903 0.229209739371363 2
"425" 7 2 2 0.5 4 0.9907 0.229151282939319 2
"426" 7 4 0.125 0.5 64 0.9901 0.229034214927661 2
"427" 8 3 2 0.9 2 0.9917 0.228990855872551 2
"428" 8 3 0.03125 0.8 10000 0.9892 0.22869637676712 2
"429" 8 4 0.03125 0.1 128 0.9881 0.228600523565291 2
"430" 7 3 0.5 0.3 512 0.9922 0.228221033006874 2
"431" 8 2 0.00048828125 0.8 64 0.9803 0.227940756002389 2
"432" 7 2 2 0.7 2 0.99 0.227807937638613 2
"433" 8 1 0.5 0.2 128 0.932 0.22776172805537 2
"434" 8 3 0.00048828125 0.8 10000 0.9879 0.227555516941836 2
"435" 5 1 0.5 0.2 1024 0.9299 0.227405104934784 2
"436" 8 4 0.125 0.7 32 0.9898 0.227367217081057 2
"437" 8 4 2 0.9 4 0.9937 0.226817971083438 2
"438" 8 4 0.03125 0.7 512 0.9895 0.226547466878824 2
"439" 7 4 2 0.7 0.25 0.9881 0.226462436094422 2
"440" 8 4 2 0.8 4 0.9937 0.225771234927357 2
"441" 8 2 2 0.9 256 0.9959 0.225685442099931 2
"442" 4 4 2 0.4 16 0.9932 0.225657305514387 1
"443" 7 4 0.125 0.9 32 0.9898 0.225613339418435 2
"444" 8 2 0.5 0.8 4 0.9878 0.225596553763183 2
"445" 6 1 0.125 0.1 10000 0.9272 0.225592983688416 2
"446" 8 2 0.001953125 0.8 512 0.9844 0.225542741438824 1
"447" 7 3 2 0.2 16 0.9925 0.225463168190229 2
"448" 7 1 0.5 0.2 128 0.9307 0.22511791158828 2
"449" 7 3 0.5 0.4 8 0.9895 0.22511212037507 2
"450" 4 3 2 0.4 1024 0.9943 0.224985225698723 2
"451" 8 1 0.5 0.1 256 0.9287 0.224930534381662 2
"452" 8 3 0.001953125 0.1 1024 0.987 0.224917107897045 2
"453" 6 4 2 0.2 128 0.9963 0.224915628564418 2
"454" 7 4 2 0.3 8 0.9942 0.224681838714421 2
"455" 4 4 0.5 0.8 1024 0.9922 0.224657468126902 2
"456" 8 3 0.00048828125 0.4 10000 0.9855 0.224332415682834 1
"457" 8 2 2 0.2 32 0.9918 0.224111483884091 2
"458" 7 4 0.125 0.9 512 0.9909 0.224029420144254 2
"459" 8 1 0.5 0.1 128 0.9287 0.223954907692093 2
"460" 8 4 0.03125 0.8 64 0.9891 0.223823963247094 2
"461" 8 4 0.125 0.8 32 0.9899 0.223718015289349 2
"462" 7 3 2 0.9 0.25 0.9871 0.223546256192933 2
"463" 8 1 0.5 0.1 1024 0.9314 0.223529275070456 2
"464" 7 1 2 0.3 512 0.9545 0.223396337852564 2
"465" 7 3 2 0.6 8 0.993 0.223219419592118 2
"466" 8 4 0.5 0.6 512 0.994 0.223202505447082 2
"467" 8 1 0.5 0.2 1024 0.9354 0.222997401921197 2
"468" 7 2 2 0.3 16 0.9915 0.222976034432195 2
"469" 8 2 0.03125 0.9 10000 0.9878 0.222736402909541 2
"470" 7 3 2 0.7 1 0.991 0.222716104852914 2
"471" 8 4 0.001953125 0.8 512 0.9846 0.222373922668109 1
"472" 8 4 0.5 0.4 4 0.9903 0.22226831195097 2
"473" 8 3 0.5 0.7 8 0.9896 0.222235186682418 2
"474" 5 1 2 0.1 256 0.9322 0.222186628655095 2
"475" 8 2 2 0.7 2 0.9902 0.222164157288563 2
"476" 8 1 2 0.1 16 0.9331 0.221701301995539 2
"477" 4 2 2 0.7 512 0.9912 0.221565223278683 2
"478" 8 3 0.125 0.4 128 0.989 0.221540412673921 2
"479" 5 1 2 0.2 512 0.9377 0.221430802631623 2
"480" 5 1 2 0.2 64 0.9329 0.221253199968408 2
"481" 6 2 2 0.9 32 0.9917 0.220990048003066 2
"482" 4 4 0.5 0.9 128 0.9913 0.220779574486761 2
"483" 8 3 0.00048828125 0.1 10000 0.9872 0.220674068348176 2
"484" 7 1 0.5 0.3 10000 0.9374 0.220531548212247 2
"485" 8 2 2 0.3 2 0.9893 0.220525165133881 2
"486" 8 2 2 0.8 32 0.9928 0.220224920096664 2
"487" 8 4 0.0078125 0.1 512 0.988 0.219982282415763 2
"488" 8 3 0.125 0.6 1024 0.9901 0.21984515743394 2
"489" 6 1 0.5 0.3 1024 0.9344 0.219179905150582 2
"490" 4 4 2 0.9 128 0.9951 0.219175865623988 2
"491" 3 4 0.5 0.8 1024 0.9914 0.219058763444201 2
"492" 5 1 2 0.1 1024 0.9326 0.218858660306653 2
"493" 8 3 0.00048828125 0.5 10000 0.9855 0.218731010217487 1
"494" 8 1 2 0.3 128 0.952 0.218423426691924 2
"495" 5 1 2 0.1 512 0.9326 0.218316161137452 2
"496" 5 1 0.5 0.2 10000 0.9252 0.218249684152228 2
"497" 8 4 0.125 0.9 128 0.9904 0.217995577875491 2
"498" 7 3 0.125 0.4 128 0.989 0.217947218353489 2
"499" 4 1 2 0.1 1024 0.9293 0.217880004511817 2
"500" 8 3 2 0.3 8 0.993 0.217622323297643 2
