"MABP" "CBFV" "gamma" "nu" "cost" "train.cor" "test.cor" "fold"
"193" 8 3 0.03125 0.5 64 0.9566 0.643419270452614 2
"194" 7 3 2 0.4 64 0.9758 0.643400735436833 2
"195" 8 2 0.5 0.9 128 0.9551 0.643378516410452 2
"196" 8 1 0.125 0.6 32 0.9344 0.643333700770212 2
"197" 8 1 0.5 0.5 128 0.9414 0.643328578838723 2
"198" 7 3 0.5 0.8 256 0.9666 0.643300368677822 2
"199" 6 1 0.03125 0.4 32 0.9312 0.643238692445799 2
"200" 6 1 0.5 0.3 32 0.9356 0.643221083579278 2
"201" 8 1 0.03125 0.7 1024 0.9344 0.64317802178561 2
"202" 8 3 0.5 0.7 32 0.9641 0.643136386599274 2
"203" 8 1 0.125 0.3 4 0.9313 0.643135492586074 2
"204" 8 1 0.125 0.5 32 0.9344 0.643130454621433 2
"205" 8 2 0.03125 0.9 128 0.9479 0.643121321879537 2
"206" 6 3 0.5 0.7 1024 0.968 0.643113267224941 2
"207" 6 1 0.125 0.3 8 0.9317 0.643106454821174 2
"208" 8 3 0.5 0.4 8 0.9615 0.643051689818469 2
"209" 8 3 0.125 0.4 32 0.959 0.642982313977449 2
"210" 6 3 0.5 0.5 16 0.961 0.642961819264073 2
"211" 6 3 0.125 0.5 32 0.958 0.64294386705867 2
"212" 8 4 0.125 0.9 8 0.9676 0.642939334031745 2
"213" 6 4 0.125 0.2 1024 0.9708 0.642916932783696 2
"214" 6 1 0.125 0.4 128 0.934 0.642898678355781 2
"215" 8 3 0.001953125 0.5 10000 0.9567 0.642882578007437 2
"216" 8 4 0.125 0.5 16 0.9689 0.64287186789708 2
"217" 8 2 0.0078125 0.9 10000 0.9483 0.642828707322788 2
"218" 7 3 0.125 0.4 64 0.9589 0.642780995582787 2
"219" 7 3 0.03125 0.6 512 0.9582 0.64278078739509 2
"220" 6 3 0.03125 0.4 10000 0.9593 0.64277312081805 2
"221" 8 4 0.03125 0.9 1024 0.9704 0.642770607498634 2
"222" 7 3 0.03125 0.6 256 0.9578 0.642770522499909 2
"223" 6 1 0.5 0.4 32 0.9358 0.642761729473076 2
"224" 8 3 0.03125 0.7 256 0.9583 0.642747445096902 2
"225" 8 4 0.5 0.8 2 0.9686 0.642716128848395 2
"226" 8 1 0.125 0.4 32 0.9343 0.642700187577957 2
"227" 6 1 0.5 0.4 64 0.9366 0.642686589532867 2
"228" 7 3 0.5 0.4 4 0.959 0.642656406985884 2
"229" 7 3 0.125 0.3 1024 0.9616 0.642654960071585 2
"230" 6 1 0.125 0.5 256 0.9344 0.642648694181222 2
"231" 6 3 0.5 0.9 64 0.9628 0.642630015639815 2
"232" 4 3 0.5 0.6 1024 0.9647 0.642629289443247 2
"233" 8 1 0.03125 0.9 32 0.9316 0.642603875044579 2
"234" 8 2 0.03125 0.8 64 0.9474 0.642539970992049 2
"235" 8 1 0.0078125 0.5 10000 0.9335 0.64249785978711 2
"236" 8 1 0.03125 0.5 128 0.9324 0.642478624994961 2
"237" 6 4 0.125 0.2 10000 0.9725 0.642476451884686 2
"238" 6 1 2 0.8 1 0.9362 0.642412103196762 2
"239" 5 3 0.5 0.9 1024 0.965 0.642384882030603 2
"240" 8 4 0.125 0.7 32 0.97 0.642378620452876 2
"241" 8 2 0.125 0.5 64 0.95 0.642337045759399 2
"242" 8 1 0.03125 0.7 128 0.9325 0.642336036684255 2
"243" 8 2 0.5 0.9 4 0.9503 0.642302796009977 2
"244" 5 3 2 0.5 0.5 0.9583 0.642275777310855 2
"245" 8 1 0.03125 0.5 64 0.9318 0.642252265807631 2
"246" 8 1 0.03125 0.4 128 0.9325 0.642243834158183 2
"247" 7 3 0.03125 0.4 10000 0.9602 0.642202369649412 2
"248" 6 1 0.03125 0.4 16 0.9309 0.642169477555492 2
