0.508665	0.245814	0.240718
0.560890	0.222198	0.184814
0.666042	0.317089	0.230288
0.762763	0.487548	0.372549
0.811007	0.629455	0.527743
0.748009	0.536711	0.486024
0.633724	0.349506	0.365457
0.529274	0.217690	0.289529
0.487354	0.191284	0.274927
0.535363	0.253542	0.297455
0.603981	0.362602	0.367543
0.616862	0.517175	0.536087
0.627400	0.608630	0.672507
0.440515	0.475741	0.573217
0.225527	0.273079	0.394660
0.090632	0.148132	0.262411
0.056674	0.141048	0.196078
0.121546	0.193645	0.185232
0.256206	0.278660	0.248644
0.415925	0.441391	0.413016
0.505621	0.483899	0.537756
0.518501	0.325676	0.439299
0.506557	0.131172	0.324990
0.552693	0.018033	0.266583
0.625995	0.030915	0.259074
0.697658	0.115930	0.296204
0.772834	0.246028	0.405090
0.807963	0.421211	0.579057
0.751991	0.450408	0.636212
0.612412	0.296909	0.492282
0.500234	0.141262	0.341260
0.407728	0.094890	0.264915
0.416862	0.147273	0.251982
0.511710	0.258051	0.289111
0.603279	0.433877	0.425949
0.678220	0.596179	0.612015
0.724356	0.588235	0.650814
0.655738	0.433233	0.513141
0.567916	0.267282	0.384230
0.477518	0.222413	0.302044
0.421546	0.282525	0.267418
0.406557	0.380206	0.261577
0.430679	0.544869	0.353776
0.471429	0.667454	0.480184
0.497424	0.612495	0.472674
0.499766	0.449764	0.350855
0.486651	0.296909	0.280350
0.503045	0.276728	0.256571
0.574239	0.355732	0.267001
0.643325	0.453628	0.333751
0.719906	0.636969	0.506049
0.735129	0.719622	0.625782
0.684309	0.608416	0.573217
0.608899	0.417347	0.429287
0.505855	0.249249	0.319149
0.469321	0.237226	0.267001
0.495785	0.308287	0.257822
0.542623	0.420996	0.307885
0.551288	0.585015	0.464748
0.522482	0.611851	0.526074
0.479859	0.475097	0.434293
0.435363	0.294976	0.317897
0.416862	0.175182	0.258657
0.479625	0.184199	0.237797
0.597658	0.267067	0.261994
0.685012	0.401245	0.345849
0.722482	0.585444	0.508970
0.636300	0.571275	0.511890
0.481967	0.435380	0.373383
0.345667	0.302061	0.235711
0.283841	0.232289	0.161869
0.325059	0.281451	0.147685
0.434660	0.370116	0.192324
0.577986	0.535638	0.334168
0.668150	0.710176	0.534001
0.685012	0.649206	0.546934
0.652927	0.486690	0.444305
0.630679	0.336840	0.347518
0.620140	0.283813	0.298290
0.595785	0.346286	0.280768
0.551991	0.453199	0.292032
0.462529	0.626234	0.391740
0.366042	0.752684	0.496454
0.261124	0.624302	0.400918
0.220609	0.426578	0.261577
0.230211	0.280378	0.171464
0.313349	0.232074	0.130163
0.427869	0.272649	0.122653
0.492506	0.365608	0.163121
0.562061	0.509231	0.287860
0.541452	0.584156	0.385899
0.427869	0.428725	0.269921
0.294848	0.229068	0.135169
0.259251	0.114856	0.045056
0.314754	0.120653	0.000000
0.424122	0.200301	0.017939
0.563700	0.323959	0.135169
0.654098	0.504508	0.334585
0.664637	0.583083	0.441385
0.616628	0.434951	0.376721
0.568150	0.258265	0.285774
0.547775	0.172606	0.245724
0.561592	0.200945	0.248644
0.590632	0.288536	0.276179
0.626698	0.428295	0.379224
0.679391	0.600687	0.561535
0.701639	0.615071	0.629954
0.612646	0.445041	0.510638
0.532084	0.268570	0.391740
0.522482	0.215328	0.339174
0.536768	0.259124	0.334168
0.557845	0.352941	0.360451
0.537236	0.510520	0.457238
0.417096	0.652641	0.588235
0.255269	0.613568	0.582395
0.129040	0.442679	0.408427
0.004450	0.244096	0.267001
0.029742	0.184199	0.198164
0.172834	0.231215	0.188152
0.323185	0.319450	0.229036
0.449180	0.470374	0.362537
0.532553	0.584156	0.509387
0.555972	0.504938	0.496037
0.576581	0.344783	0.373801
0.564169	0.187849	0.283688
0.597658	0.162945	0.257822
0.671194	0.240447	0.264915
0.733255	0.362387	0.319566
0.811944	0.542937	0.485607
0.830679	0.634178	0.622028
0.755972	0.519107	0.573634
0.714754	0.354444	0.455152
0.629274	0.229498	0.369629
0.577752	0.233791	0.341677
0.574005	0.316230	0.343763
0.560422	0.434307	0.406758
0.550117	0.608201	0.590738
0.488759	0.638901	0.670421
0.391569	0.482825	0.556946
0.336534	0.325247	0.429287
0.320375	0.224989	0.348352
0.410070	0.247316	0.329161
0.492272	0.331043	0.340426
0.571663	0.476599	0.422194
0.600703	0.651782	0.586149
0.500000	0.623014	0.579057
0.316862	0.441391	0.406341
0.168150	0.293688	0.254902
0.105386	0.225848	0.168961
0.112412	0.269858	0.123905
0.198126	0.358308	0.142261
0.370960	0.508373	0.277013
0.508899	0.664448	0.471840
0.537002	0.600902	0.487276
0.512646	0.411979	0.377138
0.503045	0.274796	0.292032
0.510773	0.239802	0.265749
0.504215	0.295620	0.272424
0.485948	0.394161	0.296204
0.525527	0.565049	0.413016
0.526932	0.672606	0.577388
0.525059	0.572349	0.533166
0.489461	0.367754	0.386733
0.457611	0.220910	0.287443
0.496019	0.202447	0.247810
0.575176	0.284457	0.254902
0.659953	0.396951	0.289946
0.709368	0.562903	0.432624
0.689461	0.651567	0.560284
0.603279	0.524259	0.476429
0.504215	0.334908	0.333751
0.475176	0.216402	0.262829
0.537471	0.211035	0.249061
0.627869	0.303778	0.277013
0.709133	0.425290	0.371297
0.791803	0.620223	0.549854
0.785012	0.675612	0.671256
0.681967	0.530485	0.567793
0.545667	0.328896	0.417188
0.427400	0.223701	0.334585
0.414754	0.248605	0.302879
0.474239	0.334908	0.310388
0.488290	0.456419	0.399666
0.500937	0.617218	0.557781
0.458782	0.604551	0.594076
0.414520	0.449334	0.470588
0.333724	0.252898	0.328327
0.294145	0.168527	0.240300
0.323185	0.200301	0.209429
0.389461	0.291971	0.232791
0.486417	0.437741	0.352524
0.580328	0.574496	0.535670
0.578923	0.532847	0.551106
0.590398	0.394805	0.459741
0.581265	0.226492	0.367960
0.616862	0.178188	0.333333
0.688525	0.232074	0.354610
