0.614714	0.344875	0.796615
0.530518	0.273032	0.725059
0.400817	0.161455	0.601247
0.327248	0.097620	0.521081
0.300272	0.074131	0.487530
0.311717	0.084808	0.502969
0.350136	0.121415	0.570071
0.385559	0.173124	0.712886
0.405995	0.215909	0.847090
0.404905	0.216062	0.816508
0.383651	0.173658	0.714074
0.350409	0.099298	0.623515
0.362398	0.056056	0.572744
0.420163	0.058344	0.571259
0.494550	0.094646	0.610748
0.554496	0.147422	0.718824
0.576022	0.196156	0.882423
0.547684	0.206147	0.910036
0.475477	0.172209	0.812648
0.369210	0.098307	0.690914
0.304632	0.038057	0.605701
0.338147	0.033405	0.602732
0.413079	0.056437	0.657660
0.491008	0.096171	0.760986
0.528610	0.149176	0.917162
0.526158	0.180445	1.000000
0.488283	0.162523	0.920131
0.422616	0.100519	0.790974
0.357221	0.025778	0.676663
0.340872	0.003890	0.628563
0.388828	0.023337	0.638064
0.495368	0.065818	0.691508
0.568665	0.121873	0.813242
0.587193	0.166946	0.932304
0.567302	0.163896	0.899644
0.501635	0.117755	0.798991
0.397275	0.042785	0.709620
0.350409	0.000000	0.661223
0.368665	0.002517	0.665677
0.401090	0.033405	0.718230
0.425341	0.085418	0.830463
0.425068	0.144143	0.978622
0.412262	0.162218	0.975653
0.379564	0.132474	0.848872
0.310627	0.060937	0.717043
0.294005	0.004881	0.630938
0.378747	0.003279	0.620843
0.466758	0.032794	0.643705
0.519891	0.080842	0.709026
0.510627	0.135754	0.843230
0.473297	0.166641	0.890736
0.420981	0.155125	0.789786
0.305450	0.098612	0.657660
0.195640	0.033099	0.556710
0.192916	0.008084	0.541568
0.271662	0.018151	0.582838
0.389646	0.056132	0.669834
0.457221	0.108984	0.839964
0.492371	0.149786	0.969715
0.524796	0.150854	0.927257
0.501090	0.108679	0.823634
0.423433	0.042328	0.722090
0.365668	0.010830	0.659739
0.343052	0.014796	0.636283
0.355858	0.044768	0.645784
0.376294	0.098764	0.734264
0.378474	0.153295	0.845012
0.333243	0.162142	0.817696
0.253406	0.130339	0.702791
0.160490	0.070241	0.565618
