0.246028	0.269139	0.343259
0.275159	0.335285	0.421836
0.360699	0.420733	0.624483
0.479343	0.443938	0.648470
0.559322	0.390805	0.540116
0.550847	0.309477	0.442515
0.482521	0.288224	0.394541
0.377913	0.299284	0.358147
0.309852	0.322056	0.297767
0.308263	0.349816	0.265509
0.320975	0.391021	0.392887
0.391949	0.464108	0.521092
0.490731	0.474517	0.489661
0.557998	0.392106	0.329198
0.557468	0.325092	0.288668
0.585540	0.290826	0.311828
0.611494	0.283236	0.346567
0.589248	0.288007	0.366419
0.528072	0.299284	0.388751
0.434587	0.362611	0.561621
0.324153	0.408805	0.619520
0.223517	0.379744	0.419355
0.166578	0.304272	0.191067
0.155985	0.265018	0.040530
0.239142	0.262850	0.019851
0.404661	0.270440	0.104218
0.546875	0.276730	0.224979
0.666843	0.312514	0.456576
0.737288	0.377358	0.679074
0.734375	0.420299	0.747726
0.656515	0.373455	0.627792
0.503178	0.289091	0.486352
0.357256	0.229234	0.367246
0.261653	0.212752	0.270471
0.193591	0.213186	0.200993
0.199947	0.234006	0.186104
0.204979	0.291043	0.315136
0.180350	0.363045	0.483871
0.198623	0.382130	0.420182
0.305614	0.292561	0.305211
0.430085	0.214270	0.272126
0.520392	0.208415	0.324235
0.587659	0.206897	0.360629
0.605403	0.207113	0.397022
0.610169	0.229885	0.511166
0.600106	0.283886	0.693135
0.532839	0.338104	0.805625
0.430879	0.311863	0.641853
0.319386	0.228367	0.417701
0.217691	0.159618	0.269644
0.141949	0.161136	0.181969
0.115996	0.173932	0.129860
0.120233	0.186510	0.097601
0.125265	0.225548	0.165426
0.117585	0.306658	0.371381
0.128178	0.342659	0.413565
0.146716	0.305574	0.296940
0.208422	0.232488	0.180314
0.350636	0.187161	0.206783
0.503178	0.194969	0.279570
0.642214	0.198439	0.348222
0.758739	0.204945	0.467329
0.844280	0.255910	0.693135
0.882945	0.331815	0.906534
0.802172	0.337671	0.881721
0.623146	0.272392	0.716295
0.420551	0.194752	0.576510
0.272511	0.170679	0.444169
0.173994	0.168944	0.365592
0.143273	0.183691	0.314309
0.198093	0.223813	0.334161
0.324417	0.289742	0.574028
0.470339	0.352852	0.741108
0.557468	0.349382	0.729529
0.575477	0.269356	0.615385
0.599576	0.189330	0.564103
0.593750	0.165040	0.545906
0.585275	0.164173	0.522746
0.565148	0.160269	0.507031
0.473782	0.178486	0.564103
0.383739	0.261982	0.694789
0.331038	0.310562	0.686518
0.301112	0.266753	0.494624
0.266420	0.181089	0.313482
0.317267	0.139449	0.267990
0.419227	0.134027	0.325062
0.513771	0.139666	0.397850
0.573623	0.153546	0.451613
0.598517	0.195836	0.650124
0.540254	0.253307	0.827130
0.417638	0.278031	0.808933
0.292373	0.226415	0.588089
0.164989	0.134895	0.416046
0.103814	0.101280	0.288668
0.106727	0.118196	0.199338
0.130297	0.125569	0.169562
0.191208	0.159401	0.211745
0.269598	0.227066	0.423491
0.365201	0.288874	0.642680
0.478814	0.288441	0.650124
0.569650	0.199740	0.557486
0.590307	0.133594	0.522746
0.585540	0.116894	0.559967
0.590837	0.117328	0.585608
0.495233	0.121449	0.545079
0.423464	0.155281	0.586435
0.414989	0.219475	0.712986
0.442797	0.272826	0.802316
0.477489	0.233138	0.693962
0.446769	0.159401	0.573201
0.369439	0.104966	0.494624
0.300053	0.093906	0.435070
0.263242	0.106484	0.387097
0.242585	0.125352	0.341605
0.265095	0.175884	0.435898
0.336600	0.257645	0.667494
0.390095	0.284320	0.701406
0.420286	0.223379	0.581472
0.450742	0.142485	0.461538
0.503708	0.105834	0.439206
0.574417	0.101713	0.476427
0.608580	0.111473	0.521092
0.591631	0.133594	0.596361
0.518008	0.182824	0.715467
0.387182	0.261765	0.807279
0.277807	0.259163	0.656741
0.238347	0.198005	0.435898
0.286282	0.139449	0.315136
0.400159	0.123617	0.304384
0.482521	0.128605	0.364764
0.536811	0.141618	0.425972
0.565413	0.175450	0.530190
0.547934	0.246584	0.735319
0.490731	0.307959	0.789909
0.370498	0.301670	0.645989
0.237553	0.237259	0.413565
0.158369	0.179137	0.241522
0.078125	0.196487	0.146402
0.108581	0.216656	0.114144
0.255561	0.228584	0.162118
0.425583	0.273476	0.330852
0.527278	0.356972	0.645161
0.592691	0.390588	0.727874
0.593220	0.345044	0.608768
0.505297	0.257645	0.492969
0.400689	0.222294	0.421836
0.299523	0.227066	0.373863
0.256091	0.241162	0.310174
0.280985	0.257645	0.263855
0.266155	0.322490	0.378826
0.304025	0.396009	0.518610
0.427436	0.417480	0.533499
0.567797	0.363479	0.413565
0.558792	0.296031	0.376344
0.534163	0.276296	0.350703
0.516155	0.293862	0.322581
0.467955	0.319237	0.302730
0.374205	0.353069	0.284533
0.293167	0.431360	0.441687
0.289725	0.491217	0.550868
0.372087	0.469529	0.440860
0.454714	0.392323	0.349049
0.510328	0.337671	0.337469
0.530191	0.323357	0.352357
0.510064	0.332249	0.336642
0.447299	0.342008	0.330852
0.368644	0.371720	0.397022
0.272246	0.430926	0.509512
0.173994	0.485795	0.531017
0.125530	0.456300	0.286187
0.086864	0.371720	0.089330
0.087924	0.318369	0.021505
0.163136	0.330731	0.053764
0.295021	0.328128	0.153019
0.442267	0.356756	0.260546
0.562500	0.416179	0.472291
0.635328	0.468879	0.741935
0.670816	0.462156	0.780811
0.645922	0.378660	0.693135
0.556144	0.297983	0.600496
0.431674	0.271741	0.546733
0.333951	0.266970	0.473118
0.258739	0.263934	0.388751
0.250795	0.286923	0.386270
0.341102	0.350900	0.510339
0.487818	0.421384	0.667494
0.525159	0.418347	0.617039
0.471398	0.346129	0.494624
0.398040	0.266320	0.432589
0.342426	0.250054	0.390405
0.284693	0.255910	0.339950
0.252119	0.274127	0.283706
0.242055	0.315333	0.301902
0.213189	0.383865	0.471464
0.214778	0.434830	0.483044
0.256356	0.407938	0.330852
0.329184	0.328345	0.167080
0.419492	0.296248	0.153019
0.519597	0.294079	0.204301
0.597193	0.294296	0.270471
0.670021	0.310128	0.370554
0.766949	0.376057	0.559140
0.756356	0.449794	0.774194
0.664989	0.455433	0.760133
0.524894	0.386684	0.555004
0.355932	0.308176	0.386270
0.228549	0.291260	0.241522
0.139831	0.302320	0.147229
0.117585	0.316851	0.103391
0.199417	0.342442	0.135649
0.345339	0.402299	0.385443
0.461335	0.459119	0.583954
0.536811	0.459770	0.590571
0.588983	0.387551	0.459884
0.552172	0.322490	0.375517
0.479873	0.297332	0.328371
0.393273	0.300369	0.275434
0.296345	0.309477	0.212572
0.224311	0.339839	0.236559
0.167903	0.419649	0.401985
0.125265	0.473867	0.478081
0.099311	0.429625	0.287841
0.083157	0.366732	0.138131
0.137182	0.331165	0.042184
0.294227	0.328562	0.053764
0.498941	0.344177	0.193548
0.558528	0.368684	0.290323
0.602225	0.415528	0.525228
0.685911	0.484060	0.789909
0.781780	0.529603	0.869314
0.840837	0.460204	0.764268
0.852754	0.369768	0.697270
0.813559	0.317502	0.684036
0.716631	0.312947	0.667494
0.558792	0.324008	0.641026
0.417638	0.346996	0.643507
0.327330	0.411841	0.715467
0.266949	0.492301	0.770885
0.185381	0.486879	0.600496
0.129502	0.418564	0.370554
0.124735	0.359575	0.212572
0.150689	0.347647	0.160463
0.169492	0.358491	0.152192
0.308528	0.361093	0.195203
0.467161	0.382563	0.371381
0.551642	0.442854	0.642680
0.578390	0.512904	0.810587
0.589248	0.495120	0.723739
0.550583	0.418781	0.573201
0.485434	0.350900	0.493797
